Department,Category,Use Case,Prompt,ChatGPT URL,Source URL
"Finance","Financial benchmarking & market analysis","Benchmark financial performance","Benchmark our financial performance against companies in the [insert industry] sector. Use public data to compare gross margin, net profit, and CAC. Present results in a table with source links.","https://chatgpt.com/?prompt=Benchmark%20our%20financial%20performance%20against%20companies%20in%20the%20%5Binsert%20industry%5D%20sector.%20Use%20public%20data%20to%20compare%20gross%20margin%2C%20net%20profit%2C%20and%20CAC.%20Present%20results%20in%20a%20table%20with%20source%20links.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial benchmarking & market analysis","Benchmark expense ratios vs. peers","I'm a finance lead at [insert company or industry]. Research current SG&A and R&D expense ratios for 5 comparable companies in the [insert sector, e.g., SaaS, manufacturing, healthcare]. Provide a table with metrics, source links, and a short analysis of how we compare.","https://chatgpt.com/?prompt=I%27m%20a%20finance%20lead%20at%20%5Binsert%20company%20or%20industry%5D.%20Research%20current%20SG%26A%20and%20R%26D%20expense%20ratios%20for%205%20comparable%20companies%20in%20the%20%5Binsert%20sector%2C%20e.g.%2C%20SaaS%2C%20manufacturing%2C%20healthcare%5D.%20Provide%20a%20table%20with%20metrics%2C%20source%20links%2C%20and%20a%20short%20analysis%20of%20how%20we%20compare.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial benchmarking & market analysis","Competitive fundraising analysis","I'm a CFO preparing for our next fundraising round. Research recent funding rounds (past 12 months) in [insert industry]. Summarize deal sizes, valuations, lead investors, and positioning. Format as a briefing memo with source citations and clear bullet-point insights.","https://chatgpt.com/?prompt=I%27m%20a%20CFO%20preparing%20for%20our%20next%20fundraising%20round.%20Research%20recent%20funding%20rounds%20%28past%2012%20months%29%20in%20%5Binsert%20industry%5D.%20Summarize%20deal%20sizes%2C%20valuations%2C%20lead%20investors%2C%20and%20positioning.%20Format%20as%20a%20briefing%20memo%20with%20source%20citations%20and%20clear%20bullet-point%20insights.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial benchmarking & market analysis","Compare global tax regulations","I manage global finance compliance. Research and compare corporate tax rates and reporting requirements in [insert countries]. Focus on tax incentives, reporting thresholds, and penalties. Deliver a comparison chart with links to official sources.","https://chatgpt.com/?prompt=I%20manage%20global%20finance%20compliance.%20Research%20and%20compare%20corporate%20tax%20rates%20and%20reporting%20requirements%20in%20%5Binsert%20countries%5D.%20Focus%20on%20tax%20incentives%2C%20reporting%20thresholds%2C%20and%20penalties.%20Deliver%20a%20comparison%20chart%20with%20links%20to%20official%20sources.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial benchmarking & market analysis","ESG finance strategy benchmark","I'm updating our ESG financial strategy. Research how leading companies in [insert industry] integrate ESG into financial planning and disclosures. Summarize 3–5 examples with their KPIs, reporting cadence, and financial impact. Include references.","https://chatgpt.com/?prompt=I%27m%20updating%20our%20ESG%20financial%20strategy.%20Research%20how%20leading%20companies%20in%20%5Binsert%20industry%5D%20integrate%20ESG%20into%20financial%20planning%20and%20disclosures.%20Summarize%203%E2%80%935%20examples%20with%20their%20KPIs%2C%20reporting%20cadence%2C%20and%20financial%20impact.%20Include%20references.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial planning & forecasting","Forecast revenue trends","Forecast next quarter’s revenue based on the past 6 quarters of data. Use the trends from our [insert dataset or industry] to explain your reasoning. Present the forecast in a table and write a short executive summary.","https://chatgpt.com/?prompt=Forecast%20next%20quarter%E2%80%99s%20revenue%20based%20on%20the%20past%206%20quarters%20of%20data.%20Use%20the%20trends%20from%20our%20%5Binsert%20dataset%20or%20industry%5D%20to%20explain%20your%20reasoning.%20Present%20the%20forecast%20in%20a%20table%20and%20write%20a%20short%20executive%20summary.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial planning & forecasting","Draft budget assumptions for planning","Help me draft budget assumptions for our next annual plan. Context: [insert department/region/product info]. Output should include key assumptions, rationale, and any dependencies.","https://chatgpt.com/?prompt=Help%20me%20draft%20budget%20assumptions%20for%20our%20next%20annual%20plan.%20Context%3A%20%5Binsert%20department%2Fregion%2Fproduct%20info%5D.%20Output%20should%20include%20key%20assumptions%2C%20rationale%2C%20and%20any%20dependencies.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial planning & forecasting","Model cash flow scenarios","Model 3 cash flow scenarios based on these variables: [insert inputs such as revenue range, delays, or costs]. Output as a table with assumptions, key drivers, and estimated cash impact.","https://chatgpt.com/?prompt=Model%203%20cash%20flow%20scenarios%20based%20on%20these%20variables%3A%20%5Binsert%20inputs%20such%20as%20revenue%20range%2C%20delays%2C%20or%20costs%5D.%20Output%20as%20a%20table%20with%20assumptions%2C%20key%20drivers%2C%20and%20estimated%20cash%20impact.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial planning & forecasting","Conduct ROI analysis for tooling","Conduct an ROI analysis for a new [insert software or tool] we’re considering. Context: [insert usage or pricing data]. Output should include payback period, assumptions, and a short risk assessment.","https://chatgpt.com/?prompt=Conduct%20an%20ROI%20analysis%20for%20a%20new%20%5Binsert%20software%20or%20tool%5D%20we%E2%80%99re%20considering.%20Context%3A%20%5Binsert%20usage%20or%20pricing%20data%5D.%20Output%20should%20include%20payback%20period%2C%20assumptions%2C%20and%20a%20short%20risk%20assessment.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial planning & forecasting","Compare pricing strategies","Compare 3 potential pricing strategies for our [insert product or service]. Use prior pricing data from [insert past year] for context. Output should be a side-by-side comparison table with pros, cons, and estimated impact.","https://chatgpt.com/?prompt=Compare%203%20potential%20pricing%20strategies%20for%20our%20%5Binsert%20product%20or%20service%5D.%20Use%20prior%20pricing%20data%20from%20%5Binsert%20past%20year%5D%20for%20context.%20Output%20should%20be%20a%20side-by-side%20comparison%20table%20with%20pros%2C%20cons%2C%20and%20estimated%20impact.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial communication & reporting","Prepare board meeting talking points","Draft financial talking points for an upcoming board meeting. Use our [insert Q2 results or P&L summary] as input. Write the talking points in bullet format, focusing on topline metrics and risk/upsides.","https://chatgpt.com/?prompt=Draft%20financial%20talking%20points%20for%20an%20upcoming%20board%20meeting.%20Use%20our%20%5Binsert%20Q2%20results%20or%20P%26L%20summary%5D%20as%20input.%20Write%20the%20talking%20points%20in%20bullet%20format%2C%20focusing%20on%20topline%20metrics%20and%20risk%2Fupsides.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial communication & reporting","Write investor update summary","Write a summary for our next investor update. Use highlights from [insert performance report or fundraising update]. Format the output as a concise executive email suitable for external stakeholders.","https://chatgpt.com/?prompt=Write%20a%20summary%20for%20our%20next%20investor%20update.%20Use%20highlights%20from%20%5Binsert%20performance%20report%20or%20fundraising%20update%5D.%20Format%20the%20output%20as%20a%20concise%20executive%20email%20suitable%20for%20external%20stakeholders.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial communication & reporting","Draft QBR financial slide content","Draft the financial performance section for our next QBR deck. Use these inputs: [insert Q2 revenue, margin trends, notable cost changes]. Output as slide bullets with 1–2 takeaway lines.","https://chatgpt.com/?prompt=Draft%20the%20financial%20performance%20section%20for%20our%20next%20QBR%20deck.%20Use%20these%20inputs%3A%20%5Binsert%20Q2%20revenue%2C%20margin%20trends%2C%20notable%20cost%20changes%5D.%20Output%20as%20slide%20bullets%20with%201%E2%80%932%20takeaway%20lines.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial communication & reporting","Translate variance analysis","Translate this variance analysis into a manager-friendly summary. Source: [insert analysis]. Write in plain language with a brief explanation of why each variance occurred.","https://chatgpt.com/?prompt=Translate%20this%20variance%20analysis%20into%20a%20manager-friendly%20summary.%20Source%3A%20%5Binsert%20analysis%5D.%20Write%20in%20plain%20language%20with%20a%20brief%20explanation%20of%20why%20each%20variance%20occurred.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial communication & reporting","Summarize audit findings","Summarize key findings from our internal audit. Use this document: [insert findings]. Output should be a summary for executives, with 3 themes and recommended next steps.","https://chatgpt.com/?prompt=Summarize%20key%20findings%20from%20our%20internal%20audit.%20Use%20this%20document%3A%20%5Binsert%20findings%5D.%20Output%20should%20be%20a%20summary%20for%20executives%2C%20with%203%20themes%20and%20recommended%20next%20steps.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Operational finance & process improvement","Analyze cost reduction opportunities","Identify cost reduction opportunities from our recent budget report. Use the breakdown from [insert cost center or department] to evaluate. Provide a table with opportunities, projected savings, and any potential risks.","https://chatgpt.com/?prompt=Identify%20cost%20reduction%20opportunities%20from%20our%20recent%20budget%20report.%20Use%20the%20breakdown%20from%20%5Binsert%20cost%20center%20or%20department%5D%20to%20evaluate.%20Provide%20a%20table%20with%20opportunities%2C%20projected%20savings%2C%20and%20any%20potential%20risks.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Operational finance & process improvement","Evaluate M&A target fit","Evaluate the financial and strategic fit of an M&A target. Use this context: [insert company profile or key metrics]. Output should be a table of pros/cons and a 3-paragraph summary of risk/reward.","https://chatgpt.com/?prompt=Evaluate%20the%20financial%20and%20strategic%20fit%20of%20an%20M%26A%20target.%20Use%20this%20context%3A%20%5Binsert%20company%20profile%20or%20key%20metrics%5D.%20Output%20should%20be%20a%20table%20of%20pros%2Fcons%20and%20a%203-paragraph%20summary%20of%20risk%2Freward.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Operational finance & process improvement","Identify accounting process gaps","Review our current accounting close checklist and suggest improvements. Use this documentation: [insert SOP or task list]. Output should highlight bottlenecks and recommend process updates.","https://chatgpt.com/?prompt=Review%20our%20current%20accounting%20close%20checklist%20and%20suggest%20improvements.%20Use%20this%20documentation%3A%20%5Binsert%20SOP%20or%20task%20list%5D.%20Output%20should%20highlight%20bottlenecks%20and%20recommend%20process%20updates.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Operational finance & process improvement","Review vendor payments for consolidation","Analyze vendor payments in this data [upload file]. Identify top 10 vendors by spend, spot any duplication (e.g., similar vendor names), and recommend vendors to consolidate. Output a table and short cost-reduction summary.","https://chatgpt.com/?prompt=Analyze%20vendor%20payments%20in%20this%20data%20%5Bupload%20file%5D.%20Identify%20top%2010%20vendors%20by%20spend%2C%20spot%20any%20duplication%20%28e.g.%2C%20similar%20vendor%20names%29%2C%20and%20recommend%20vendors%20to%20consolidate.%20Output%20a%20table%20and%20short%20cost-reduction%20summary.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Operational finance & process improvement","Procurement strategy cost levers","I'm leading a finance initiative to cut procurement costs. Research strategies used by Fortune 500 companies to reduce procurement spend without harming supplier relationships. Present 3–5 tactics with cost impact examples and cited sources.","https://chatgpt.com/?prompt=I%27m%20leading%20a%20finance%20initiative%20to%20cut%20procurement%20costs.%20Research%20strategies%20used%20by%20Fortune%20500%20companies%20to%20reduce%20procurement%20spend%20without%20harming%20supplier%20relationships.%20Present%203%E2%80%935%20tactics%20with%20cost%20impact%20examples%20and%20cited%20sources.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial dashboards & visual storytelling","Visualize revenue growth funnel","Create an image of a revenue growth funnel with labeled stages: Acquisition → Activation → Revenue → Retention → Expansion. Use a clean, modern style suitable for an executive finance presentation. Include icons for each stage.","https://chatgpt.com/?prompt=Create%20an%20image%20of%20a%20revenue%20growth%20funnel%20with%20labeled%20stages%3A%20Acquisition%20%E2%86%92%20Activation%20%E2%86%92%20Revenue%20%E2%86%92%20Retention%20%E2%86%92%20Expansion.%20Use%20a%20clean%2C%20modern%20style%20suitable%20for%20an%20executive%20finance%20presentation.%20Include%20icons%20for%20each%20stage.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial dashboards & visual storytelling","Illustrate budget planning workflow","Create a horizontal process flow diagram showing a budget planning cycle: Forecasting → Review → Stakeholder Input → Approval → Tracking → Adjustment. Use corporate-style visuals with subtle color and labels.","https://chatgpt.com/?prompt=Create%20a%20horizontal%20process%20flow%20diagram%20showing%20a%20budget%20planning%20cycle%3A%20Forecasting%20%E2%86%92%20Review%20%E2%86%92%20Stakeholder%20Input%20%E2%86%92%20Approval%20%E2%86%92%20Tracking%20%E2%86%92%20Adjustment.%20Use%20corporate-style%20visuals%20with%20subtle%20color%20and%20labels.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial dashboards & visual storytelling","ESG finance impact visual","Create a visual showing how ESG initiatives can impact finance metrics. Show links between sustainability investments and cost savings, risk mitigation, and investor interest. Use a modern, green-themed design with arrows.","https://chatgpt.com/?prompt=Create%20a%20visual%20showing%20how%20ESG%20initiatives%20can%20impact%20finance%20metrics.%20Show%20links%20between%20sustainability%20investments%20and%20cost%20savings%2C%20risk%20mitigation%2C%20and%20investor%20interest.%20Use%20a%20modern%2C%20green-themed%20design%20with%20arrows.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Finance","Financial dashboards & visual storytelling","Executive dashboard concept","Generate a conceptual image of a finance executive dashboard showing high-level KPIs: Revenue, Gross Margin, Burn Rate, Runway, and Budget vs. Actual. Use a clean layout with panels and placeholder numbers.","https://chatgpt.com/?prompt=Generate%20a%20conceptual%20image%20of%20a%20finance%20executive%20dashboard%20showing%20high-level%20KPIs%3A%20Revenue%2C%20Gross%20Margin%2C%20Burn%20Rate%2C%20Runway%2C%20and%20Budget%20vs.%20Actual.%20Use%20a%20clean%20layout%20with%20panels%20and%20placeholder%20numbers.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-finance"
"Marketing","Campaign planning & strategy","Visualize campaign timeline","Build a timeline for our upcoming multi-channel campaign. Key dates and milestones are: [insert info]. Output as a horizontal timeline with phases, owners, and deadlines.","https://chatgpt.com/?prompt=Build%20a%20timeline%20for%20our%20upcoming%20multi-channel%20campaign.%20Key%20dates%20and%20milestones%20are%3A%20%5Binsert%20info%5D.%20Output%20as%20a%20horizontal%20timeline%20with%20phases%2C%20owners%2C%20and%20deadlines.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Campaign planning & strategy","Brainstorm campaign ideas","Brainstorm 5 creative campaign ideas for our upcoming [event/launch]. The audience is [insert target], and our goal is [insert goal]. Include a theme, tagline, and 1-2 core tactics per idea.","https://chatgpt.com/?prompt=Brainstorm%205%20creative%20campaign%20ideas%20for%20our%20upcoming%20%5Bevent%2Flaunch%5D.%20The%20audience%20is%20%5Binsert%20target%5D%2C%20and%20our%20goal%20is%20%5Binsert%20goal%5D.%20Include%20a%20theme%2C%20tagline%2C%20and%201-2%20core%20tactics%20per%20idea.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Campaign planning & strategy","Draft a creative brief","Create a creative brief for our next paid media campaign. Here's the goal, audience, and offer: [insert info]. Include sections for objective, audience insights, tone, assets needed, and KPIs.","https://chatgpt.com/?prompt=Create%20a%20creative%20brief%20for%20our%20next%20paid%20media%20campaign.%20Here%27s%20the%20goal%2C%20audience%2C%20and%20offer%3A%20%5Binsert%20info%5D.%20Include%20sections%20for%20objective%2C%20audience%20insights%2C%20tone%2C%20assets%20needed%2C%20and%20KPIs.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Campaign planning & strategy","Build a messaging framework","Build a messaging framework for a new product. The product details are: [insert info]. Output a table with 3 pillars: key benefits, proof points, and emotional triggers.","https://chatgpt.com/?prompt=Build%20a%20messaging%20framework%20for%20a%20new%20product.%20The%20product%20details%20are%3A%20%5Binsert%20info%5D.%20Output%20a%20table%20with%203%20pillars%3A%20key%20benefits%2C%20proof%20points%2C%20and%20emotional%20triggers.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Campaign planning & strategy","Build a customer journey map","Create a customer journey map for our [product/service]. Our typical customer is [insert profile]. Break it into stages, goals, touchpoints, and potential pain points per stage. Output as a table.","https://chatgpt.com/?prompt=Create%20a%20customer%20journey%20map%20for%20our%20%5Bproduct%2Fservice%5D.%20Our%20typical%20customer%20is%20%5Binsert%20profile%5D.%20Break%20it%20into%20stages%2C%20goals%2C%20touchpoints%2C%20and%20potential%20pain%20points%20per%20stage.%20Output%20as%20a%20table.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Competitive and market research","Competitive content analysis","Research how top 5 competitors structure their blog content strategy. Include tone, topics, frequency, SEO focus, and CTAs. Provide URLs, takeaways, and a table summarizing common and standout tactics.","https://chatgpt.com/?prompt=Research%20how%20top%205%20competitors%20structure%20their%20blog%20content%20strategy.%20Include%20tone%2C%20topics%2C%20frequency%2C%20SEO%20focus%2C%20and%20CTAs.%20Provide%20URLs%2C%20takeaways%2C%20and%20a%20table%20summarizing%20common%20and%20standout%20tactics.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Competitive and market research","Research emerging trends in buyer behavior","Research 2024 trends in how [type] buyers research and evaluate [industry] products. Include behavior shifts, content preferences, and channel usage. Cite sources and format as a short briefing with bullet-point insights.","https://chatgpt.com/?prompt=Research%202024%20trends%20in%20how%20B2B%20buyers%20research%20and%20evaluate%20fintech%20products.%20Include%20behavior%20shifts%2C%20content%20preferences%2C%20and%20channel%20usage.%20Cite%20sources%20and%20format%20as%20a%20short%20briefing%20with%20bullet-point%20insights.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Competitive and market research","Research regional campaign benchmarks","Research typical CTRs, CPCs, and conversion rates for digital campaigns targeting [location] in 2024. Focus on [ad channels]. Include source links and a table comparing each metric by country.","https://chatgpt.com/?prompt=Research%20typical%20CTRs%2C%20CPCs%2C%20and%20conversion%20rates%20for%20digital%20campaigns%20targeting%20Southeast%20Asia%20in%202024.%20Focus%20on%20Google%20Ads%20and%20Meta.%20Include%20source%20links%20and%20a%20table%20comparing%20each%20metric%20by%20country.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Competitive and market research","Research industry event competitor presence","Compile a summary of how our competitors are participating in [insert upcoming event]. Include booth activations, speaking sessions, sponsorships, and media coverage. Output as a table with links and analysis.","https://chatgpt.com/?prompt=Compile%20a%20summary%20of%20how%20our%20competitors%20are%20participating%20in%20%5Binsert%20upcoming%20event%5D.%20Include%20booth%20activations%2C%20speaking%20sessions%2C%20sponsorships%2C%20and%20media%20coverage.%20Output%20as%20a%20table%20with%20links%20and%20analysis.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Competitive and market research","Research AI tools for marketers","Research the most recommended [tools] for marketers by function (e.g. copywriting, planning, analytics, design). Create a table with features, pricing, pros/cons, and primary use case. Include sources.","https://chatgpt.com/?prompt=Research%20the%20most%20recommended%20AI%20tools%20for%20marketers%20by%20function%20%28e.g.%20copywriting%2C%20planning%2C%20analytics%2C%20design%29.%20Create%20a%20table%20with%20features%2C%20pricing%2C%20pros%2Fcons%2C%20and%20primary%20use%20case.%20Include%20sources.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Content & creative development","Draft a product launch email","Write a launch email for our new product. Use the following info about the product and target audience: [insert details]. Make it engaging and persuasive, formatted as a marketing email ready for review.","https://chatgpt.com/?prompt=Write%20a%20launch%20email%20for%20our%20new%20product.%20Use%20the%20following%20info%20about%20the%20product%20and%20target%20audience%3A%20%5Binsert%20details%5D.%20Make%20it%20engaging%20and%20persuasive%2C%20formatted%20as%20a%20marketing%20email%20ready%20for%20review.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Content & creative development","Generate ad copy variations","Create 5 ad copy variations for a [channel] campaign. Here’s the campaign theme and audience info: [insert context]. Each version should test a different hook or tone.","https://chatgpt.com/?prompt=Create%205%20ad%20copy%20variations%20for%20a%20%5BFacebook%2FLinkedIn%2FInstagram%5D%20campaign.%20Here%E2%80%99s%20the%20campaign%20theme%20and%20audience%20info%3A%20%5Binsert%20context%5D.%20Each%20version%20should%20test%20a%20different%20hook%20or%20tone.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Content & creative development","Create a social post series","Draft a 3-post social media series promoting [event, product, or milestone]. Use this background for context: [paste details]. Each post should include copy and a suggested visual description.","https://chatgpt.com/?prompt=Draft%20a%203-post%20social%20media%20series%20promoting%20%5Bevent%2C%20product%2C%20or%20milestone%5D.%20Use%20this%20background%20for%20context%3A%20%5Bpaste%20details%5D.%20Each%20post%20should%20include%20copy%20and%20a%20suggested%20visual%20description.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Content & creative development","Create a customer spotlight post","Write a customer spotlight post based on this success story: [paste key details]. Make it conversational, authentic, and aligned to our brand voice. Output as a LinkedIn post draft.","https://chatgpt.com/?prompt=Write%20a%20customer%20spotlight%20post%20based%20on%20this%20success%20story%3A%20%5Bpaste%20key%20details%5D.%20Make%20it%20conversational%2C%20authentic%2C%20and%20aligned%20to%20our%20brand%20voice.%20Output%20as%20a%20LinkedIn%20post%20draft.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Content & creative development","Create an explainer video script","Draft a script for a 60-second explainer video about [product/topic]. Here’s what it should cover: [insert info]. Make it punchy and clear, with suggested visuals or animations.","https://chatgpt.com/?prompt=Draft%20a%20script%20for%20a%2060-second%20explainer%20video%20about%20%5Bproduct%2Ftopic%5D.%20Here%E2%80%99s%20what%20it%20should%20cover%3A%20%5Binsert%20info%5D.%20Make%20it%20punchy%20and%20clear%2C%20with%20suggested%20visuals%20or%20animations.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Data analysis & optimization","Identify top-performing marketing channels","Analyze this marketing performance spreadsheet and identify which channels had the highest ROI. The file includes data from Q1–Q2 campaigns across email, social, paid search, and events. Summarize top 3 channels and create a chart showing ROI by channel.","https://chatgpt.com/?prompt=Analyze%20this%20marketing%20performance%20spreadsheet%20and%20identify%20which%20channels%20had%20the%20highest%20ROI.%20The%20file%20includes%20data%20from%20Q1%E2%80%93Q2%20campaigns%20across%20email%2C%20social%2C%20paid%20search%2C%20and%20events.%20Summarize%20top%203%20channels%20and%20create%20a%20chart%20showing%20ROI%20by%20channel.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Data analysis & optimization","Uncover customer churn patterns","Review this customer churn dataset and identify common characteristics of churned customers. Use columns like tenure, product usage, and support tickets to group insights. Output a short summary with a chart or table showing top risk factors.","https://chatgpt.com/?prompt=Review%20this%20customer%20churn%20dataset%20and%20identify%20common%20characteristics%20of%20churned%20customers.%20Use%20columns%20like%20tenure%2C%20product%20usage%2C%20and%20support%20tickets%20to%20group%20insights.%20Output%20a%20short%20summary%20with%20a%20chart%20or%20table%20showing%20top%20risk%20factors.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Data analysis & optimization","Summarize survey results","Summarize insights from this post-campaign customer feedback survey. The file includes satisfaction ratings and open-ended responses. Provide a 3-bullet executive summary and a chart of top satisfaction drivers.","https://chatgpt.com/?prompt=Summarize%20insights%20from%20this%20post-campaign%20customer%20feedback%20survey.%20The%20file%20includes%20satisfaction%20ratings%20and%20open-ended%20responses.%20Provide%20a%203-bullet%20executive%20summary%20and%20a%20chart%20of%20top%20satisfaction%20drivers.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Data analysis & optimization","Forecast next quarter’s lead volume","Use this historical lead volume data from the past 6 quarters to project expected lead volume for the next quarter. Highlight any trends, seasonal patterns, and output a simple forecast chart.","https://chatgpt.com/?prompt=Use%20this%20historical%20lead%20volume%20data%20from%20the%20past%206%20quarters%20to%20project%20expected%20lead%20volume%20for%20the%20next%20quarter.%20Highlight%20any%20trends%2C%20seasonal%20patterns%2C%20and%20output%20a%20simple%20forecast%20chart.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Data analysis & optimization","Optimize campaign budget allocation","Based on this spreadsheet of previous campaign spend and returns, recommend a revised budget allocation for next quarter. Focus on maximizing ROI while reducing spend on underperforming channels. Output as a table with new % allocations.","https://chatgpt.com/?prompt=Based%20on%20this%20spreadsheet%20of%20previous%20campaign%20spend%20and%20returns%2C%20recommend%20a%20revised%20budget%20allocation%20for%20next%20quarter.%20Focus%20on%20maximizing%20ROI%20while%20reducing%20spend%20on%20underperforming%20channels.%20Output%20as%20a%20table%20with%20new%20%25%20allocations.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Visual & brand communication","Develop a brand style guide outline","Create an outline for a brand style guide for [company/product]. Include sections for typography, color palette, logo usage, tone of voice, imagery style, and do’s/don’ts.","https://chatgpt.com/?prompt=Create%20an%20outline%20for%20a%20brand%20style%20guide%20for%20%5Bcompany%2Fproduct%5D.%20Include%20sections%20for%20typography%2C%20color%20palette%2C%20logo%20usage%2C%20tone%20of%20voice%2C%20imagery%20style%2C%20and%20do%E2%80%99s%2Fdon%E2%80%99ts.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Visual & brand communication","Conceptualize visual storytelling","Brainstorm 3 visual storytelling concepts for a brand campaign on [theme]. Include a concept name, visual style, and key narrative elements (e.g., story arc, mood, colors).","https://chatgpt.com/?prompt=Brainstorm%203%20visual%20storytelling%20concepts%20for%20a%20brand%20campaign%20on%20%5Btheme%5D.%20Include%20a%20concept%20name%2C%20visual%20style%2C%20and%20key%20narrative%20elements%20%28e.g.%2C%20story%20arc%2C%20mood%2C%20colors%29.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Visual & brand communication","Create visual campaign moodboard","Create a moodboard with 4 visuals for our [campaign or brand update]. Theme is [describe theme], and the tone should be [describe tone]. Use photoreal or illustrated style.","https://chatgpt.com/?prompt=Create%20a%20moodboard%20with%204%20visuals%20for%20our%20%5Bcampaign%20or%20brand%20update%5D.%20Theme%20is%20%5Bdescribe%20theme%5D%2C%20and%20the%20tone%20should%20be%20%5Bdescribe%20tone%5D.%20Use%20photoreal%20or%20illustrated%20style.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
"Marketing","Visual & brand communication","Evaluate brand consistency","Review the following marketing assets [insert links/files] and evaluate brand consistency in terms of tone, visuals, and messaging. Provide 3 strengths and 3 gaps with recommendations.","https://chatgpt.com/?prompt=Review%20the%20following%20marketing%20assets%20%5Binsert%20links%2Ffiles%5D%20and%20evaluate%20brand%20consistency%20in%20terms%20of%20tone%2C%20visuals%2C%20and%20messaging.%20Provide%203%20strengths%20and%203%20gaps%20with%20recommendations.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-marketing"
